,date,total_admissions,admissions_white,admissions_white_rate,admissions_black,admissions_black_rate,admissions_hispanic,admissions_hispanic_rate,admissions_amerind,admissions_amerind_rate,admissions_asian,admissions_asian_rate,admissions_other,admissions_other_rate,state,month,year
480,2017-12-01,787,445,56.54,288,36.59,0,0.0,44,5.59,9,1.14,0,0.0,Wisconsin,December,2017
481,2018-01-01,779,437,56.1,287,36.84,0,0.0,44,5.65,9,1.16,0,0.0,Wisconsin,January,2018
482,2018-02-01,779,437,56.1,287,36.84,0,0.0,44,5.65,9,1.16,0,0.0,Wisconsin,February,2018
483,2018-03-01,779,437,56.1,287,36.84,0,0.0,44,5.65,9,1.16,0,0.0,Wisconsin,March,2018
484,2018-04-01,779,437,56.1,287,36.84,0,0.0,44,5.65,9,1.16,0,0.0,Wisconsin,April,2018
485,2018-05-01,779,437,56.1,287,36.84,0,0.0,44,5.65,9,1.16,0,0.0,Wisconsin,May,2018
486,2018-06-01,779,437,56.1,287,36.84,0,0.0,44,5.65,9,1.16,0,0.0,Wisconsin,June,2018
487,2018-07-01,779,437,56.1,287,36.84,0,0.0,44,5.65,9,1.16,0,0.0,Wisconsin,July,2018
488,2018-08-01,779,437,56.1,287,36.84,0,0.0,44,5.65,9,1.16,0,0.0,Wisconsin,August,2018
489,2018-09-01,779,437,56.1,287,36.84,0,0.0,44,5.65,9,1.16,0,0.0,Wisconsin,September,2018
490,2018-10-01,779,437,56.1,287,36.84,0,0.0,44,5.65,9,1.16,0,0.0,Wisconsin,October,2018
491,2018-11-01,779,437,56.1,287,36.84,0,0.0,44,5.65,9,1.16,0,0.0,Wisconsin,November,2018
492,2018-12-01,779,437,56.1,287,36.84,0,0.0,44,5.65,9,1.16,0,0.0,Wisconsin,December,2018
493,2019-01-01,772,432,55.96,279,36.14,0,0.0,49,6.35,11,1.42,0,0.0,Wisconsin,January,2019
494,2019-02-01,772,432,55.96,279,36.14,0,0.0,49,6.35,11,1.42,0,0.0,Wisconsin,February,2019
495,2019-03-01,772,432,55.96,279,36.14,0,0.0,49,6.35,11,1.42,0,0.0,Wisconsin,March,2019
496,2019-04-01,772,432,55.96,279,36.14,0,0.0,49,6.35,11,1.42,0,0.0,Wisconsin,April,2019
497,2019-05-01,772,432,55.96,279,36.14,0,0.0,49,6.35,11,1.42,0,0.0,Wisconsin,May,2019
498,2019-06-01,772,432,55.96,279,36.14,0,0.0,49,6.35,11,1.42,0,0.0,Wisconsin,June,2019
499,2019-07-01,772,432,55.96,279,36.14,0,0.0,49,6.35,11,1.42,0,0.0,Wisconsin,July,2019
500,2019-08-01,772,432,55.96,279,36.14,0,0.0,49,6.35,11,1.42,0,0.0,Wisconsin,August,2019
501,2019-09-01,772,432,55.96,279,36.14,0,0.0,49,6.35,11,1.42,0,0.0,Wisconsin,September,2019
502,2019-10-01,772,432,55.96,279,36.14,0,0.0,49,6.35,11,1.42,0,0.0,Wisconsin,October,2019
503,2019-11-01,772,432,55.96,279,36.14,0,0.0,49,6.35,11,1.42,0,0.0,Wisconsin,November,2019
504,2019-12-01,772,432,55.96,279,36.14,0,0.0,49,6.35,11,1.42,0,0.0,Wisconsin,December,2019
505,2020-01-01,710,386,54.37,269,37.89,0,0.0,45,6.34,9,1.27,0,0.0,Wisconsin,January,2020
506,2020-02-01,687,373,54.29,260,37.85,0,0.0,44,6.4,8,1.16,0,0.0,Wisconsin,February,2020
507,2020-03-01,665,361,54.29,252,37.89,0,0.0,42,6.32,8,1.2,0,0.0,Wisconsin,March,2020
508,2020-04-01,68,38,55.88,26,38.24,0,0.0,6,8.82,2,2.94,1,1.47,Wisconsin,April,2020
509,2020-05-01,42,15,35.71,27,64.29,0,0.0,0,0.0,0,0.0,0,0.0,Wisconsin,May,2020
510,2020-06-01,390,237,60.77,115,29.49,0,0.0,32,8.21,6,1.54,0,0.0,Wisconsin,June,2020
511,2020-07-01,716,409,57.12,238,33.24,0,0.0,52,7.26,14,1.96,3,0.42,Wisconsin,July,2020
512,2020-08-01,568,333,58.63,192,33.8,0,0.0,37,6.51,5,0.88,1,0.18,Wisconsin,August,2020
513,2020-09-01,481,253,52.6,184,38.25,0,0.0,38,7.9,6,1.25,0,0.0,Wisconsin,September,2020
514,2020-10-01,540,292,54.07,202,37.41,0,0.0,36,6.67,10,1.85,0,0.0,Wisconsin,October,2020
515,2020-11-01,238,124,52.1,94,39.5,0,0.0,15,6.3,5,2.1,0,0.0,Wisconsin,November,2020
516,2020-12-01,291,181,62.2,78,26.8,0,0.0,30,10.31,2,0.69,0,0.0,Wisconsin,December,2020
517,2021-01-01,282,137,48.58,122,43.26,0,0.0,19,6.74,4,1.42,0,0.0,Wisconsin,January,2021
518,2021-02-01,281,146,51.96,111,39.5,0,0.0,22,7.83,2,0.71,0,0.0,Wisconsin,February,2021
519,2021-03-01,510,278,54.51,161,31.57,0,0.0,65,12.75,6,1.18,0,0.0,Wisconsin,March,2021
520,2021-04-01,545,287,52.66,203,37.25,0,0.0,52,9.54,3,0.55,0,0.0,Wisconsin,April,2021
521,2021-05-01,529,242,45.75,223,42.16,0,0.0,49,9.26,14,2.65,1,0.19,Wisconsin,May,2021
522,2021-06-01,610,352,57.7,212,34.75,0,0.0,40,6.56,6,0.98,0,0.0,Wisconsin,June,2021
523,2021-07-01,716,385,53.77,261,36.45,0,0.0,59,8.24,11,1.54,0,0.0,Wisconsin,July,2021
524,2021-08-01,843,458,54.33,327,38.79,0,0.0,48,5.69,10,1.19,0,0.0,Wisconsin,August,2021
525,2021-09-01,836,456,54.55,302,36.12,0,0.0,64,7.66,14,1.67,0,0.0,Wisconsin,September,2021
526,2021-10-01,611,357,58.43,217,35.52,0,0.0,30,4.91,7,1.15,0,0.0,Wisconsin,October,2021
527,2021-11-01,525,294,56.0,184,35.05,0,0.0,35,6.67,11,2.1,1,0.19,Wisconsin,November,2021
528,2021-12-01,484,280,57.85,165,34.09,0,0.0,32,6.61,7,1.45,0,0.0,Wisconsin,December,2021
529,2022-01-01,484,266,54.96,177,36.57,0,0.0,37,7.64,4,0.83,0,0.0,Wisconsin,January,2022
530,2022-02-01,549,309,56.28,190,34.61,0,0.0,43,7.83,7,1.28,0,0.0,Wisconsin,February,2022
531,2022-03-01,621,345,55.56,207,33.33,0,0.0,60,9.66,9,1.45,0,0.0,Wisconsin,March,2022
532,2022-04-01,582,312,53.61,216,37.11,0,0.0,49,8.42,5,0.86,0,0.0,Wisconsin,April,2022
533,2022-05-01,640,352,55.0,239,37.34,0,0.0,43,6.72,5,0.78,1,0.16,Wisconsin,May,2022
534,2022-06-01,603,331,54.89,214,35.49,0,0.0,50,8.29,8,1.33,0,0.0,Wisconsin,June,2022
535,2022-07-01,582,319,54.81,216,37.11,0,0.0,38,6.53,9,1.55,0,0.0,Wisconsin,July,2022
536,2022-08-01,595,304,51.09,210,35.29,0,0.0,72,12.1,8,1.34,1,0.17,Wisconsin,August,2022
537,2015-01-01,216,195,90.28,19,8.8,0,0.0,0,0.0,0,0.0,2,0.93,West Virginia,January,2015
538,2015-02-01,192,166,86.46,22,11.46,0,0.0,0,0.0,0,0.0,4,2.08,West Virginia,February,2015
539,2015-03-01,227,190,83.7,31,13.66,0,0.0,0,0.0,0,0.0,6,2.64,West Virginia,March,2015
540,2015-04-01,156,131,83.97,16,10.26,0,0.0,0,0.0,0,0.0,9,5.77,West Virginia,April,2015
541,2015-05-01,227,196,86.34,27,11.89,0,0.0,0,0.0,1,0.44,3,1.32,West Virginia,May,2015
542,2015-06-01,239,202,84.52,29,12.13,0,0.0,1,0.42,0,0.0,7,2.93,West Virginia,June,2015
543,2015-07-01,211,173,81.99,30,14.22,0,0.0,0,0.0,0,0.0,8,3.79,West Virginia,July,2015
544,2015-08-01,229,182,79.48,30,13.1,11,4.8,2,0.87,1,0.44,3,1.31,West Virginia,August,2015
545,2015-09-01,191,164,85.86,26,13.61,0,0.0,0,0.0,0,0.0,1,0.52,West Virginia,September,2015
546,2015-10-01,214,181,84.58,31,14.49,0,0.0,0,0.0,0,0.0,2,0.93,West Virginia,October,2015
547,2015-11-01,176,143,81.25,31,17.61,0,0.0,0,0.0,0,0.0,2,1.14,West Virginia,November,2015
548,2015-12-01,252,220,87.3,28,11.11,2,0.79,0,0.0,1,0.4,1,0.4,West Virginia,December,2015
549,2016-01-01,229,197,86.03,27,11.79,1,0.44,1,0.44,1,0.44,2,0.87,West Virginia,January,2016
550,2016-02-01,261,228,87.36,30,11.49,1,0.38,0,0.0,0,0.0,2,0.77,West Virginia,February,2016
551,2016-03-01,292,254,86.99,32,10.96,2,0.68,1,0.34,0,0.0,3,1.03,West Virginia,March,2016
552,2016-04-01,271,235,86.72,33,12.18,1,0.37,0,0.0,0,0.0,2,0.74,West Virginia,April,2016
553,2016-05-01,279,238,85.3,37,13.26,1,0.36,1,0.36,0,0.0,2,0.72,West Virginia,May,2016
554,2016-06-01,279,240,86.02,37,13.26,1,0.36,1,0.36,0,0.0,0,0.0,West Virginia,June,2016
555,2016-07-01,281,240,85.41,37,13.17,3,1.07,0,0.0,0,0.0,1,0.36,West Virginia,July,2016
556,2016-08-01,215,185,86.05,27,12.56,2,0.93,0,0.0,0,0.0,1,0.47,West Virginia,August,2016
557,2016-09-01,262,223,85.11,31,11.83,1,0.38,0,0.0,1,0.38,6,2.29,West Virginia,September,2016
558,2016-10-01,208,175,84.13,31,14.9,0,0.0,1,0.48,0,0.0,1,0.48,West Virginia,October,2016
559,2016-11-01,185,170,91.89,15,8.11,0,0.0,0,0.0,0,0.0,0,0.0,West Virginia,November,2016
560,2016-12-01,275,238,86.55,30,10.91,2,0.73,0,0.0,0,0.0,5,1.82,West Virginia,December,2016
561,2017-01-01,244,217,88.93,22,9.02,1,0.41,1,0.41,1,0.41,2,0.82,West Virginia,January,2017
562,2017-02-01,234,202,86.32,28,11.97,2,0.85,0,0.0,0,0.0,2,0.85,West Virginia,February,2017
563,2017-03-01,302,262,86.75,35,11.59,2,0.66,0,0.0,0,0.0,3,0.99,West Virginia,March,2017
564,2017-04-01,261,229,87.74,26,9.96,0,0.0,1,0.38,0,0.0,5,1.92,West Virginia,April,2017
565,2017-05-01,259,232,89.58,24,9.27,0,0.0,0,0.0,1,0.39,2,0.77,West Virginia,May,2017
566,2017-06-01,299,260,86.96,34,11.37,1,0.33,0,0.0,1,0.33,3,1.0,West Virginia,June,2017
567,2017-07-01,227,192,84.58,32,14.1,2,0.88,0,0.0,0,0.0,1,0.44,West Virginia,July,2017
568,2017-08-01,307,264,85.99,38,12.38,3,0.98,0,0.0,0,0.0,2,0.65,West Virginia,August,2017
569,2017-09-01,293,247,84.3,36,12.29,3,1.02,0,0.0,0,0.0,7,2.39,West Virginia,September,2017
570,2017-10-01,226,193,85.4,28,12.39,4,1.77,0,0.0,0,0.0,1,0.44,West Virginia,October,2017
571,2017-11-01,272,236,86.76,31,11.4,2,0.74,1,0.37,0,0.0,2,0.74,West Virginia,November,2017
572,2017-12-01,296,254,85.81,37,12.5,3,1.01,0,0.0,1,0.34,1,0.34,West Virginia,December,2017
573,2018-01-01,469,401,85.5,61,13.01,2,0.43,0,0.0,0,0.0,5,1.07,West Virginia,January,2018
574,2018-02-01,394,353,89.59,38,9.64,0,0.0,1,0.25,1,0.25,1,0.25,West Virginia,February,2018
575,2018-03-01,416,348,83.65,59,14.18,5,1.2,0,0.0,0,0.0,4,0.96,West Virginia,March,2018
576,2018-04-01,367,309,84.2,54,14.71,0,0.0,0,0.0,1,0.27,3,0.82,West Virginia,April,2018
577,2018-05-01,330,291,88.18,34,10.3,1,0.3,0,0.0,1,0.3,3,0.91,West Virginia,May,2018
578,2018-06-01,311,260,83.6,42,13.5,2,0.64,0,0.0,0,0.0,7,2.25,West Virginia,June,2018
579,2018-07-01,264,230,87.12,33,12.5,0,0.0,0,0.0,1,0.38,0,0.0,West Virginia,July,2018
580,2018-08-01,285,237,83.16,40,14.04,1,0.35,1,0.35,1,0.35,5,1.75,West Virginia,August,2018
581,2018-09-01,232,193,83.19,34,14.66,2,0.86,0,0.0,0,0.0,3,1.29,West Virginia,September,2018
582,2018-10-01,563,480,85.26,73,12.97,6,1.07,2,0.36,0,0.0,2,0.36,West Virginia,October,2018
583,2018-11-01,543,459,84.53,71,13.08,2,0.37,0,0.0,1,0.18,10,1.84,West Virginia,November,2018
584,2018-12-01,414,361,87.2,53,12.8,0,0.0,0,0.0,0,0.0,0,0.0,West Virginia,December,2018
585,2019-01-01,366,309,84.43,52,14.21,2,0.55,1,0.27,0,0.0,2,0.55,West Virginia,January,2019
586,2019-02-01,283,247,87.28,34,12.01,2,0.71,0,0.0,0,0.0,0,0.0,West Virginia,February,2019
587,2019-03-01,387,343,88.63,39,10.08,2,0.52,0,0.0,0,0.0,3,0.78,West Virginia,March,2019
588,2019-04-01,314,277,88.22,31,9.87,3,0.96,0,0.0,1,0.32,2,0.64,West Virginia,April,2019
589,2019-05-01,369,310,84.01,51,13.82,1,0.27,0,0.0,0,0.0,7,1.9,West Virginia,May,2019
590,2019-06-01,309,267,86.41,39,12.62,0,0.0,0,0.0,0,0.0,3,0.97,West Virginia,June,2019
591,2019-07-01,320,275,85.94,38,11.88,5,1.56,1,0.31,0,0.0,1,0.31,West Virginia,July,2019
592,2019-08-01,321,280,87.23,36,11.21,2,0.62,0,0.0,0,0.0,3,0.93,West Virginia,August,2019
593,2019-09-01,258,221,85.66,33,12.79,0,0.0,0,0.0,0,0.0,4,1.55,West Virginia,September,2019
594,2019-10-01,435,387,88.97,47,10.8,0,0.0,0,0.0,0,0.0,1,0.23,West Virginia,October,2019
595,2019-11-01,270,227,84.07,39,14.44,1,0.37,0,0.0,1,0.37,2,0.74,West Virginia,November,2019
596,2019-12-01,262,232,88.55,25,9.54,3,1.15,0,0.0,1,0.38,1,0.38,West Virginia,December,2019
597,2020-01-01,363,315,86.78,42,11.57,1,0.28,1,0.28,0,0.0,4,1.1,West Virginia,January,2020
598,2020-02-01,290,246,84.83,40,13.79,0,0.0,1,0.34,0,0.0,3,1.03,West Virginia,February,2020
599,2020-03-01,177,147,83.05,29,16.38,1,0.56,0,0.0,0,0.0,0,0.0,West Virginia,March,2020
600,2020-04-01,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,West Virginia,April,2020
601,2020-05-01,3,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,West Virginia,May,2020
602,2020-06-01,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,West Virginia,June,2020
603,2020-07-01,4,3,75.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,West Virginia,July,2020
604,2020-08-01,138,117,84.78,14,10.14,2,1.45,0,0.0,1,0.72,4,2.9,West Virginia,August,2020
605,2020-09-01,175,142,81.14,29,16.57,2,1.14,0,0.0,0,0.0,2,1.14,West Virginia,September,2020
606,2020-10-01,156,132,84.62,22,14.1,0,0.0,0,0.0,0,0.0,2,1.28,West Virginia,October,2020
607,2020-11-01,185,167,90.27,16,8.65,0,0.0,0,0.0,0,0.0,2,1.08,West Virginia,November,2020
608,2020-12-01,7,5,71.43,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,West Virginia,December,2020
609,2021-01-01,206,182,88.35,19,9.22,1,0.49,0,0.0,1,0.49,3,1.46,West Virginia,January,2021
610,2021-02-01,116,96,82.76,18,15.52,2,1.72,0,0.0,0,0.0,0,0.0,West Virginia,February,2021
611,2021-03-01,324,292,90.12,25,7.72,3,0.93,0,0.0,0,0.0,4,1.23,West Virginia,March,2021
612,2021-04-01,234,207,88.46,27,11.54,0,0.0,0,0.0,0,0.0,0,0.0,West Virginia,April,2021
613,2021-05-01,568,481,84.68,77,13.56,3,0.53,0,0.0,1,0.18,6,1.06,West Virginia,May,2021
614,2021-06-01,450,401,89.11,42,9.33,5,1.11,0,0.0,0,0.0,2,0.44,West Virginia,June,2021
615,2021-07-01,271,251,92.62,19,7.01,0,0.0,0,0.0,0,0.0,1,0.37,West Virginia,July,2021
616,2021-08-01,275,239,86.91,30,10.91,3,1.09,0,0.0,0,0.0,3,1.09,West Virginia,August,2021
617,2021-09-01,107,84,78.5,22,20.56,0,0.0,1,0.93,0,0.0,0,0.0,West Virginia,September,2021
618,2021-10-01,292,250,85.62,35,11.99,2,0.68,2,0.68,0,0.0,3,1.03,West Virginia,October,2021
619,2021-11-01,299,256,85.62,36,12.04,3,1.0,2,0.67,0,0.0,2,0.67,West Virginia,November,2021
620,2021-12-01,204,185,90.69,15,7.35,2,0.98,0,0.0,0,0.0,2,0.98,West Virginia,December,2021
621,2022-01-01,142,117,82.39,24,16.9,1,0.7,0,0.0,0,0.0,0,0.0,West Virginia,January,2022
622,2022-02-01,63,55,87.3,8,12.7,0,0.0,0,0.0,0,0.0,0,0.0,West Virginia,February,2022
623,2022-03-01,528,448,84.85,71,13.45,1,0.19,3,0.57,0,0.0,5,0.95,West Virginia,March,2022
624,2022-04-01,303,259,85.48,39,12.87,3,0.99,0,0.0,0,0.0,2,0.66,West Virginia,April,2022
625,2022-05-01,278,248,89.21,27,9.71,2,0.72,0,0.0,0,0.0,1,0.36,West Virginia,May,2022
626,2022-06-01,245,213,86.94,28,11.43,2,0.82,0,0.0,0,0.0,2,0.82,West Virginia,June,2022
627,2016-01-01,216,139,64.35,12,5.56,42,19.44,17,7.87,4,1.85,2,0.93,Utah,January,2016
628,2016-02-01,307,204,66.45,21,6.84,60,19.54,16,5.21,5,1.63,1,0.33,Utah,February,2016
629,2016-03-01,308,206,66.88,14,4.55,64,20.78,8,2.6,9,2.92,7,2.27,Utah,March,2016
630,2016-04-01,243,155,63.79,15,6.17,57,23.46,13,5.35,3,1.23,0,0.0,Utah,April,2016
631,2016-05-01,243,171,70.37,17,7.0,40,16.46,11,4.53,4,1.65,0,0.0,Utah,May,2016
632,2016-06-01,286,189,66.08,22,7.69,46,16.08,19,6.64,9,3.15,1,0.35,Utah,June,2016
633,2016-07-01,266,190,71.43,17,6.39,39,14.66,16,6.02,3,1.13,1,0.38,Utah,July,2016
634,2016-08-01,314,206,65.61,20,6.37,56,17.83,18,5.73,12,3.82,2,0.64,Utah,August,2016
635,2016-09-01,316,198,62.66,20,6.33,60,18.99,23,7.28,12,3.8,3,0.95,Utah,September,2016
636,2016-10-01,279,185,66.31,21,7.53,45,16.13,21,7.53,6,2.15,1,0.36,Utah,October,2016
637,2016-11-01,255,179,70.2,17,6.67,37,14.51,11,4.31,9,3.53,2,0.78,Utah,November,2016
638,2016-12-01,274,175,63.87,20,7.3,49,17.88,17,6.2,10,3.65,3,1.09,Utah,December,2016
639,2017-01-01,297,197,66.33,19,6.4,51,17.17,16,5.39,13,4.38,1,0.34,Utah,January,2017
640,2017-02-01,288,197,68.4,16,5.56,57,19.79,9,3.13,7,2.43,2,0.69,Utah,February,2017
641,2017-03-01,410,259,63.17,25,6.1,80,19.51,32,7.8,14,3.41,0,0.0,Utah,March,2017
642,2017-04-01,285,189,66.32,15,5.26,59,20.7,21,7.37,0,0.0,1,0.35,Utah,April,2017
643,2017-05-01,331,217,65.56,21,6.34,64,19.34,23,6.95,5,1.51,1,0.3,Utah,May,2017
644,2017-06-01,364,252,69.23,18,4.95,65,17.86,16,4.4,10,2.75,3,0.82,Utah,June,2017
645,2017-07-01,296,197,66.55,32,10.81,50,16.89,12,4.05,4,1.35,1,0.34,Utah,July,2017
646,2017-08-01,321,214,66.67,19,5.92,55,17.13,18,5.61,12,3.74,3,0.93,Utah,August,2017
647,2017-09-01,335,215,64.18,28,8.36,61,18.21,21,6.27,4,1.19,6,1.79,Utah,September,2017
648,2017-10-01,289,194,67.13,21,7.27,42,14.53,20,6.92,8,2.77,4,1.38,Utah,October,2017
649,2017-11-01,344,242,70.35,24,6.98,57,16.57,11,3.2,7,2.03,3,0.87,Utah,November,2017
650,2017-12-01,309,198,64.08,18,5.83,69,22.33,18,5.83,6,1.94,0,0.0,Utah,December,2017
651,2018-01-01,311,204,65.59,28,9.0,48,15.43,20,6.43,10,3.22,1,0.32,Utah,January,2018
652,2018-02-01,306,201,65.69,13,4.25,65,21.24,15,4.9,8,2.61,4,1.31,Utah,February,2018
653,2018-03-01,330,214,64.85,17,5.15,67,20.3,23,6.97,9,2.73,0,0.0,Utah,March,2018
654,2018-04-01,299,192,64.21,23,7.69,58,19.4,11,3.68,10,3.34,5,1.67,Utah,April,2018
655,2018-05-01,321,219,68.22,22,6.85,53,16.51,11,3.43,13,4.05,3,0.93,Utah,May,2018
656,2018-06-01,328,215,65.55,20,6.1,64,19.51,18,5.49,8,2.44,3,0.91,Utah,June,2018
657,2018-07-01,300,195,65.0,24,8.0,58,19.33,16,5.33,5,1.67,2,0.67,Utah,July,2018
658,2018-08-01,391,267,68.29,22,5.63,73,18.67,22,5.63,7,1.79,0,0.0,Utah,August,2018
659,2018-09-01,257,179,69.65,22,8.56,36,14.01,11,4.28,8,3.11,1,0.39,Utah,September,2018
660,2018-10-01,317,209,65.93,19,5.99,58,18.3,20,6.31,11,3.47,0,0.0,Utah,October,2018
661,2018-11-01,300,180,60.0,25,8.33,62,20.67,26,8.67,5,1.67,2,0.67,Utah,November,2018
662,2018-12-01,286,187,65.38,24,8.39,48,16.78,11,3.85,10,3.5,6,2.1,Utah,December,2018
663,2019-01-01,342,202,59.06,22,6.43,76,22.22,17,4.97,9,2.63,16,4.68,Utah,January,2019
664,2019-02-01,293,177,60.41,18,6.14,65,22.18,13,4.44,11,3.75,9,3.07,Utah,February,2019
665,2019-03-01,385,249,64.68,24,6.23,66,17.14,22,5.71,13,3.38,11,2.86,Utah,March,2019
666,2019-04-01,344,227,65.99,27,7.85,52,15.12,19,5.52,11,3.2,8,2.33,Utah,April,2019
667,2019-05-01,360,222,61.67,24,6.67,68,18.89,25,6.94,6,1.67,15,4.17,Utah,May,2019
668,2019-06-01,336,219,65.18,21,6.25,52,15.48,26,7.74,8,2.38,10,2.98,Utah,June,2019
669,2019-07-01,370,223,60.27,33,8.92,70,18.92,19,5.14,15,4.05,10,2.7,Utah,July,2019
670,2019-08-01,376,232,61.7,29,7.71,67,17.82,26,6.91,11,2.93,11,2.93,Utah,August,2019
671,2019-09-01,315,205,65.08,17,5.4,53,16.83,19,6.03,9,2.86,12,3.81,Utah,September,2019
672,2019-10-01,344,203,59.01,30,8.72,62,18.02,20,5.81,9,2.62,20,5.81,Utah,October,2019
673,2019-11-01,270,161,59.63,15,5.56,44,16.3,24,8.89,8,2.96,18,6.67,Utah,November,2019
674,2019-12-01,322,203,63.04,28,8.7,45,13.98,20,6.21,11,3.42,15,4.66,Utah,December,2019
675,2020-01-01,363,214,58.95,25,6.89,66,18.18,29,7.99,11,3.03,18,4.96,Utah,January,2020
676,2020-02-01,301,199,66.11,14,4.65,53,17.61,19,6.31,7,2.33,9,2.99,Utah,February,2020
677,2020-03-01,312,191,61.22,21,6.73,60,19.23,22,7.05,8,2.56,10,3.21,Utah,March,2020
678,2020-04-01,182,108,59.34,10,5.49,34,18.68,13,7.14,7,3.85,10,5.49,Utah,April,2020
679,2020-05-01,189,99,52.38,14,7.41,45,23.81,14,7.41,12,6.35,5,2.65,Utah,May,2020
680,2020-06-01,200,123,61.5,25,12.5,28,14.0,14,7.0,6,3.0,4,2.0,Utah,June,2020
681,2020-07-01,265,155,58.49,24,9.06,51,19.25,21,7.92,11,4.15,3,1.13,Utah,July,2020
682,2020-08-01,217,131,60.37,20,9.22,42,19.35,15,6.91,7,3.23,2,0.92,Utah,August,2020
683,2020-09-01,247,146,59.11,25,10.12,52,21.05,16,6.48,5,2.02,3,1.21,Utah,September,2020
684,2020-10-01,249,161,64.66,16,6.43,43,17.27,18,7.23,8,3.21,3,1.2,Utah,October,2020
685,2020-11-01,97,66,68.04,3,3.09,14,14.43,11,11.34,3,3.09,0,0.0,Utah,November,2020
686,2020-12-01,324,203,62.65,28,8.64,63,19.44,17,5.25,8,2.47,5,1.54,Utah,December,2020
687,2021-01-01,237,139,58.65,26,10.97,45,18.99,23,9.7,3,1.27,1,0.42,Utah,January,2021
688,2021-02-01,292,186,63.7,26,8.9,53,18.15,17,5.82,6,2.05,4,1.37,Utah,February,2021
689,2021-03-01,342,202,59.06,30,8.77,72,21.05,27,7.89,8,2.34,3,0.88,Utah,March,2021
690,2021-04-01,278,177,63.67,19,6.83,55,19.78,19,6.83,6,2.16,2,0.72,Utah,April,2021
691,2021-05-01,302,182,60.26,27,8.94,57,18.87,22,7.28,9,2.98,5,1.66,Utah,May,2021
692,2021-06-01,369,219,59.35,28,7.59,65,17.62,28,7.59,16,4.34,13,3.52,Utah,June,2021
693,2021-07-01,306,188,61.44,16,5.23,67,21.9,19,6.21,9,2.94,7,2.29,Utah,July,2021
694,2021-08-01,271,157,57.93,20,7.38,46,16.97,27,9.96,11,4.06,10,3.69,Utah,August,2021
695,2021-09-01,309,179,57.93,19,6.15,69,22.33,28,9.06,10,3.24,4,1.29,Utah,September,2021
696,2021-10-01,311,181,58.2,26,8.36,66,21.22,18,5.79,11,3.54,9,2.89,Utah,October,2021
697,2021-11-01,274,166,60.58,21,7.66,51,18.61,23,8.39,7,2.55,6,2.19,Utah,November,2021
698,2021-12-01,331,191,57.7,24,7.25,71,21.45,24,7.25,7,2.11,14,4.23,Utah,December,2021
699,2022-01-01,222,134,60.36,14,6.31,40,18.02,21,9.46,8,3.6,5,2.25,Utah,January,2022
700,2022-02-01,265,150,56.6,29,10.94,46,17.36,21,7.92,12,4.53,7,2.64,Utah,February,2022
701,2022-03-01,339,187,55.16,29,8.55,73,21.53,21,6.19,16,4.72,13,3.83,Utah,March,2022
702,2022-04-01,310,180,58.06,18,5.81,55,17.74,33,10.65,6,1.94,18,5.81,Utah,April,2022
703,2022-05-01,317,190,59.94,21,6.62,61,19.24,20,6.31,15,4.73,10,3.15,Utah,May,2022
704,2022-06-01,321,189,58.88,21,6.54,69,21.5,23,7.17,9,2.8,10,3.12,Utah,June,2022
705,2022-07-01,279,158,56.63,30,10.75,56,20.07,19,6.81,10,3.58,6,2.15,Utah,July,2022
706,2016-10-01,5999,2371,39.52,1714,28.57,1887,31.46,0,0.0,0,0.0,27,0.45,Texas,October,2016
707,2016-11-01,5030,1990,39.56,1432,28.47,1579,31.39,0,0.0,0,0.0,30,0.6,Texas,November,2016
708,2016-12-01,5030,1989,39.54,1432,28.47,1579,31.39,0,0.0,0,0.0,29,0.58,Texas,December,2016
709,2017-01-01,5218,2155,41.3,1427,27.35,1607,30.8,0,0.0,0,0.0,29,0.56,Texas,January,2017
710,2017-02-01,6510,2474,38.0,1865,28.65,2131,32.73,0,0.0,0,0.0,40,0.61,Texas,February,2017
711,2017-03-01,5485,2155,39.29,1508,27.49,1796,32.74,0,0.0,0,0.0,26,0.47,Texas,March,2017
712,2017-04-01,5773,2232,38.66,1708,29.59,1808,31.32,0,0.0,0,0.0,25,0.43,Texas,April,2017
713,2017-05-01,5853,2140,36.56,1637,27.97,2047,34.97,0,0.0,0,0.0,29,0.5,Texas,May,2017
714,2017-06-01,5419,2160,39.86,1489,27.48,1734,32.0,0,0.0,0,0.0,36,0.66,Texas,June,2017
715,2017-07-01,5120,2001,39.08,1435,28.03,1651,32.25,0,0.0,0,0.0,33,0.64,Texas,July,2017
716,2017-08-01,5309,2101,39.57,1436,27.05,1745,32.87,0,0.0,0,0.0,27,0.51,Texas,August,2017
717,2017-09-01,6872,2707,39.39,1918,27.91,2208,32.13,0,0.0,0,0.0,39,0.57,Texas,September,2017
718,2017-10-01,5151,2032,39.45,1433,27.82,1655,32.13,0,0.0,0,0.0,31,0.6,Texas,October,2017
719,2017-11-01,5197,2090,40.22,1355,26.07,1727,33.23,0,0.0,0,0.0,25,0.48,Texas,November,2017
